,Unnamed: 0,client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome
10564,2326,31159,49,admin.,married,high.school,no,yes,may,6,115,1,1,failure,92.893,1.334,no
10565,2327,31160,41,blue-collar,single,basic.9y,no,yes,may,8,366,1,0,nonexistent,92.893,1.334,no
10566,2328,31161,30,blue-collar,married,basic.9y,no,no,may,4,129,1,0,nonexistent,92.893,1.334,no
10567,2329,31162,45,unemployed,divorced,high.school,no,no,may,24,90,1,0,nonexistent,92.893,1.334,no
10568,2330,31163,28,technician,single,high.school,no,yes,may,30,576,2,0,nonexistent,92.893,1.334,yes
10569,2331,31164,25,admin.,single,university.degree,no,yes,may,15,209,1,1,failure,92.893,1.334,no
10570,2332,31165,41,blue-collar,single,basic.9y,no,yes,may,1,597,1,0,nonexistent,92.893,1.334,yes
10571,2333,31166,45,unemployed,divorced,high.school,no,yes,may,1,274,1,0,nonexistent,92.893,1.334,no
10572,2334,31167,41,admin.,single,basic.9y,unknown,no,may,24,195,1,0,nonexistent,92.893,1.334,no
10573,2335,31168,31,blue-collar,married,basic.6y,unknown,no,may,3,188,1,1,failure,92.893,1.334,no
10574,2336,31169,37,housemaid,married,basic.6y,unknown,no,may,16,177,1,0,nonexistent,92.893,1.334,no
10575,2337,31170,35,technician,married,professional.course,no,yes,may,12,137,1,1,failure,92.893,1.334,no
10576,2338,31171,38,blue-collar,single,basic.6y,unknown,no,may,5,42,1,1,failure,92.893,1.334,no
10577,2339,31172,39,services,single,high.school,no,yes,may,20,305,1,1,failure,92.893,1.334,no
10578,2340,31173,39,blue-collar,married,basic.4y,unknown,no,may,26,162,1,0,nonexistent,92.893,1.334,no
10579,2341,31174,42,blue-collar,married,basic.4y,no,no,may,25,151,1,0,nonexistent,92.893,1.334,no
10580,2342,31175,36,technician,single,professional.course,no,no,may,23,340,1,0,nonexistent,92.893,1.334,no
10581,2343,31176,48,blue-collar,married,basic.4y,no,no,may,28,109,1,1,success,92.893,1.334,no
10582,2344,31177,26,blue-collar,married,basic.9y,no,yes,may,18,209,1,0,nonexistent,92.893,1.334,no
10583,2345,31178,48,blue-collar,married,basic.4y,no,no,may,5,170,1,0,nonexistent,92.893,1.334,no
10584,2346,31179,47,blue-collar,married,basic.4y,no,yes,may,22,569,2,0,nonexistent,92.893,1.334,no
10585,2347,31180,39,technician,divorced,professional.course,no,yes,may,29,597,1,0,nonexistent,92.893,1.334,yes
10586,2348,31181,48,technician,married,professional.course,unknown,yes,may,27,274,1,0,nonexistent,92.893,1.334,no
10587,2349,31182,46,services,married,basic.9y,no,no,may,18,984,1,1,failure,92.893,1.334,yes
10588,2350,31183,31,services,single,high.school,no,yes,may,15,234,1,0,nonexistent,92.893,1.334,no
10589,2351,31184,35,technician,married,professional.course,no,yes,may,21,156,1,0,nonexistent,92.893,1.334,no
10590,2352,31185,35,technician,married,professional.course,no,no,may,20,339,1,1,failure,92.893,1.334,no
10591,2353,31186,33,entrepreneur,married,university.degree,unknown,no,may,18,205,1,1,failure,92.893,1.334,no
10592,2354,31187,43,management,married,university.degree,no,yes,may,1,124,1,1,failure,92.893,1.334,no
10593,2355,31188,42,blue-collar,married,high.school,no,yes,may,16,597,1,0,nonexistent,92.893,1.334,no
10594,2356,31189,43,management,married,university.degree,no,no,may,8,226,1,0,nonexistent,92.893,1.334,no
10595,2357,31190,35,blue-collar,single,basic.9y,no,yes,may,31,143,1,0,nonexistent,92.893,1.334,no
10596,2358,31191,35,blue-collar,single,basic.9y,no,yes,may,20,181,1,0,nonexistent,92.893,1.334,no
10597,2359,31192,46,services,divorced,basic.9y,no,no,may,9,96,2,1,failure,92.893,1.334,no
10598,2360,31193,48,blue-collar,married,basic.6y,unknown,yes,may,18,164,5,0,nonexistent,92.893,1.334,no
10599,2361,31194,48,blue-collar,married,basic.4y,no,yes,may,21,238,3,0,nonexistent,92.893,1.334,no
10600,2362,31195,57,entrepreneur,divorced,basic.9y,no,yes,may,8,236,1,0,nonexistent,92.893,1.334,no
10601,2363,31196,39,admin.,single,high.school,no,no,may,3,158,2,0,nonexistent,92.893,1.334,no
10602,2364,31197,33,admin.,married,basic.9y,no,yes,may,11,26,1,0,nonexistent,92.893,1.334,no
10603,2365,31198,20,blue-collar,single,high.school,no,yes,may,6,159,1,0,nonexistent,92.893,1.334,no
10604,2366,31199,34,blue-collar,married,basic.4y,no,yes,may,21,338,4,0,nonexistent,92.893,1.334,no
10605,2367,31200,36,entrepreneur,married,university.degree,no,yes,may,6,187,1,1,failure,92.893,1.334,no
10606,2368,31201,32,blue-collar,married,basic.9y,no,yes,may,8,159,1,0,nonexistent,92.893,1.334,no
10607,2369,31202,28,technician,single,professional.course,no,no,may,17,116,1,0,nonexistent,92.893,1.334,no
10608,2370,31203,28,technician,single,professional.course,no,yes,may,29,196,1,0,nonexistent,92.893,1.334,no
10609,2371,31204,33,admin.,married,high.school,no,yes,may,21,49,2,1,failure,92.893,1.334,no
10610,2372,31205,20,blue-collar,single,high.school,no,yes,may,18,410,1,0,nonexistent,92.893,1.334,no
10611,2373,31206,42,services,married,high.school,no,no,may,31,990,1,0,nonexistent,92.893,1.334,no
10612,2374,31207,28,technician,single,professional.course,no,yes,may,14,244,1,1,failure,92.893,1.334,no
10613,2375,31208,39,blue-collar,single,basic.6y,unknown,no,may,27,47,1,1,failure,92.893,1.334,no
10614,2376,31209,39,technician,divorced,professional.course,no,no,may,19,258,8,0,nonexistent,92.893,1.334,no
10615,2377,31210,34,blue-collar,married,basic.9y,no,no,may,5,267,1,0,nonexistent,92.893,1.334,no
10616,2378,31211,34,blue-collar,married,unknown,no,yes,may,18,123,1,1,failure,92.893,1.334,no
10617,2379,31212,36,admin.,married,university.degree,no,no,may,6,37,2,0,nonexistent,92.893,1.334,no
10618,2380,31213,33,blue-collar,married,high.school,no,yes,may,16,186,1,0,nonexistent,92.893,1.334,no
10619,2381,31214,53,admin.,married,university.degree,unknown,yes,may,14,59,1,1,failure,92.893,1.334,no
10620,2382,31215,25,services,single,high.school,no,no,may,12,333,1,0,nonexistent,92.893,1.334,no
10621,2383,31216,58,retired,married,basic.9y,no,no,may,13,144,1,0,nonexistent,92.893,1.334,no
10622,2384,31217,37,blue-collar,married,basic.9y,no,no,may,6,225,2,0,nonexistent,92.893,1.334,no
10623,2385,31218,38,admin.,married,basic.9y,no,yes,may,10,472,1,0,nonexistent,92.893,1.334,no
10624,2386,31219,36,technician,single,professional.course,no,no,may,14,45,1,0,nonexistent,92.893,1.334,no
10625,2387,31220,39,blue-collar,single,basic.4y,no,unknown,may,31,1079,3,0,nonexistent,92.893,1.334,no
10626,2388,31221,41,blue-collar,married,basic.9y,no,no,may,17,94,1,0,nonexistent,92.893,1.334,no
10627,2389,31222,38,blue-collar,married,basic.4y,no,no,may,29,161,1,1,failure,92.893,1.334,no
10628,2390,31223,36,technician,single,professional.course,no,no,may,9,199,1,1,failure,92.893,1.334,no
10629,2391,31224,39,admin.,single,university.degree,no,no,may,1,68,1,1,failure,92.893,1.334,no
10630,2392,31225,30,admin.,single,university.degree,no,yes,may,5,60,1,1,failure,92.893,1.334,no
10631,2393,31226,39,blue-collar,single,basic.6y,unknown,yes,may,21,686,1,0,nonexistent,92.893,1.334,no
10632,2394,31227,42,self-employed,married,university.degree,unknown,unknown,may,12,64,2,1,failure,92.893,1.334,no
10633,2395,31228,29,admin.,single,high.school,no,unknown,may,8,249,1,0,nonexistent,92.893,1.334,no
10634,2396,31229,38,blue-collar,married,high.school,unknown,yes,may,26,198,1,0,nonexistent,92.893,1.334,no
10635,2397,31230,38,admin.,married,university.degree,no,unknown,may,8,118,1,0,nonexistent,92.893,1.334,no
10636,2398,31231,51,admin.,single,university.degree,no,no,may,13,187,1,0,nonexistent,92.893,1.334,no
10637,2399,31232,50,blue-collar,married,basic.4y,no,yes,may,21,146,1,1,failure,92.893,1.334,no
10638,2400,31233,37,blue-collar,married,basic.6y,no,no,may,3,364,4,0,nonexistent,92.893,1.334,no
10639,2401,31234,31,admin.,married,unknown,no,yes,may,27,208,1,0,nonexistent,92.893,1.334,no
10640,2402,31235,47,services,married,high.school,unknown,no,may,16,378,1,0,nonexistent,92.893,1.334,no
10641,2403,31236,31,technician,single,unknown,no,yes,may,19,84,1,1,failure,92.893,1.334,no
10642,2404,31237,54,management,divorced,university.degree,no,no,may,23,10,1,0,nonexistent,92.893,1.334,no
10643,2405,31238,54,management,divorced,university.degree,no,yes,may,30,39,1,1,failure,92.893,1.334,no
10644,2406,31239,35,technician,married,professional.course,no,no,may,24,66,2,0,nonexistent,92.893,1.334,no
10645,2407,31240,34,admin.,single,high.school,no,yes,may,13,78,1,1,success,92.893,1.334,no
10646,2408,31241,31,services,married,high.school,no,yes,may,31,611,1,1,failure,92.893,1.334,yes
10647,2409,31242,46,services,single,high.school,unknown,yes,may,29,193,1,0,nonexistent,92.893,1.334,no
10648,2410,31243,38,self-employed,married,basic.9y,no,yes,may,7,155,5,0,nonexistent,92.893,1.334,no
10649,2411,31244,29,blue-collar,married,basic.9y,no,yes,may,15,318,1,0,nonexistent,92.893,1.334,no
10650,2412,31245,27,admin.,married,high.school,no,yes,may,27,175,1,0,nonexistent,92.893,1.334,no
10651,2413,31246,57,management,married,university.degree,no,no,may,9,1205,1,0,nonexistent,92.893,1.334,yes
10652,2414,31247,29,blue-collar,married,basic.9y,no,no,may,6,413,1,0,nonexistent,92.893,1.334,no
10653,2415,31248,53,technician,divorced,university.degree,no,yes,may,13,167,1,1,failure,92.893,1.334,no
10654,2416,31249,27,admin.,married,high.school,no,no,may,9,251,1,0,nonexistent,92.893,1.334,no
10655,2417,31250,46,services,married,high.school,no,yes,may,12,270,1,0,nonexistent,92.893,1.334,no
10656,2418,31251,32,blue-collar,married,basic.9y,no,yes,may,4,211,1,1,success,92.893,1.334,no
10657,2419,31252,32,blue-collar,married,basic.4y,no,yes,may,1,107,1,0,nonexistent,92.893,1.334,no
10658,2420,31253,46,admin.,married,high.school,no,no,may,25,124,1,0,nonexistent,92.893,1.334,no
10659,2421,31254,33,technician,married,professional.course,no,no,may,19,17,1,0,nonexistent,92.893,1.334,no
10660,2422,31255,48,blue-collar,married,basic.4y,no,yes,may,19,477,2,0,nonexistent,92.893,1.334,no
10661,2423,31256,34,admin.,single,university.degree,no,yes,may,11,265,1,0,nonexistent,92.893,1.334,no
10662,2424,31257,46,admin.,married,high.school,no,no,may,5,159,1,1,failure,92.893,1.334,no
10663,2425,31258,29,blue-collar,married,basic.9y,no,no,may,15,837,1,0,nonexistent,92.893,1.334,yes
10664,2426,31259,33,technician,married,professional.course,no,yes,may,29,221,1,0,nonexistent,92.893,1.334,no
10665,2427,31260,37,blue-collar,married,basic.9y,no,unknown,may,8,136,5,0,nonexistent,92.893,1.334,no
10666,2428,31261,33,technician,married,professional.course,no,yes,may,15,318,1,1,failure,92.893,1.334,no
10667,2429,31262,42,blue-collar,married,basic.9y,no,no,may,1,51,1,1,failure,92.893,1.334,no
10668,2430,31263,37,services,married,high.school,unknown,yes,may,18,285,2,0,nonexistent,92.893,1.334,no
10669,2431,31264,42,blue-collar,married,basic.6y,unknown,no,may,1,29,1,1,failure,92.893,1.334,no
10670,2432,31265,33,entrepreneur,married,university.degree,unknown,yes,may,4,585,2,1,failure,92.893,1.334,no
10671,2433,31266,34,blue-collar,married,unknown,no,no,may,15,106,2,0,nonexistent,92.893,1.334,no
10672,2434,31267,46,management,married,university.degree,unknown,no,may,9,16,2,0,nonexistent,92.893,1.334,no
10673,2435,31268,36,blue-collar,married,basic.9y,no,yes,may,23,184,2,1,failure,92.893,1.334,no
10674,2436,31269,41,services,divorced,high.school,no,no,may,4,52,2,0,nonexistent,92.893,1.334,no
10675,2437,31270,32,admin.,married,high.school,no,yes,may,27,128,1,1,failure,92.893,1.334,no
10676,2438,31271,48,blue-collar,married,basic.6y,unknown,yes,may,10,282,4,0,nonexistent,92.893,1.334,no
10677,2439,31272,28,self-employed,single,university.degree,no,yes,may,22,57,1,0,nonexistent,92.893,1.334,no
10678,2440,31273,38,blue-collar,married,high.school,unknown,yes,may,7,839,2,1,success,92.893,1.334,yes
10679,2441,31274,36,management,married,basic.9y,no,no,may,30,50,1,1,failure,92.893,1.334,no
10680,2442,31275,31,housemaid,divorced,basic.6y,no,no,may,13,457,1,0,nonexistent,92.893,1.334,no
10681,2443,31276,42,technician,married,university.degree,unknown,yes,may,12,301,1,0,nonexistent,92.893,1.334,no
10682,2444,31277,31,technician,single,high.school,no,no,may,24,37,1,0,nonexistent,92.893,1.334,no
10683,2445,31278,32,services,single,basic.9y,no,no,may,22,148,1,0,nonexistent,92.893,1.334,no
10684,2446,31279,28,admin.,married,high.school,no,yes,may,21,72,1,0,nonexistent,92.893,1.334,no
10685,2447,31280,38,blue-collar,single,basic.4y,no,yes,may,31,203,2,0,nonexistent,92.893,1.334,no
10686,2448,31281,31,blue-collar,married,basic.6y,unknown,no,may,21,18,1,0,nonexistent,92.893,1.334,no
10687,2449,31282,51,blue-collar,married,basic.9y,unknown,yes,may,7,254,1,1,failure,92.893,1.334,no
10688,2450,31283,28,admin.,married,high.school,no,no,may,30,204,1,0,nonexistent,92.893,1.334,no
10689,2451,31284,51,blue-collar,married,basic.9y,unknown,yes,may,25,451,1,0,nonexistent,92.893,1.334,no
10690,2452,31285,36,blue-collar,married,basic.9y,no,no,may,27,334,1,0,nonexistent,92.893,1.334,no
10691,2453,31286,36,blue-collar,married,basic.9y,no,no,may,28,428,1,0,nonexistent,92.893,1.334,no
10692,2454,31287,59,admin.,married,high.school,no,no,may,13,289,1,0,nonexistent,92.893,1.334,no
10693,2455,31288,36,technician,single,university.degree,no,yes,may,24,317,1,1,failure,92.893,1.334,no
10694,2456,31289,31,blue-collar,married,basic.6y,unknown,yes,may,6,153,1,0,nonexistent,92.893,1.334,no
10695,2457,31290,37,services,single,high.school,no,no,may,28,150,1,0,nonexistent,92.893,1.334,no
10696,2458,31291,55,retired,married,basic.9y,unknown,no,may,4,674,1,0,nonexistent,92.893,1.334,no
10697,2459,31292,37,services,single,high.school,no,yes,may,17,445,1,1,failure,92.893,1.334,yes
10698,2460,31293,51,entrepreneur,single,basic.9y,no,no,may,31,123,1,0,nonexistent,92.893,1.334,no
10699,2461,31294,30,blue-collar,married,basic.9y,unknown,yes,may,7,176,1,0,nonexistent,92.893,1.334,no
10700,2462,31295,30,blue-collar,married,basic.9y,unknown,yes,may,24,297,1,0,nonexistent,92.893,1.334,no
10701,2463,31296,34,technician,single,university.degree,no,yes,may,17,92,3,0,nonexistent,92.893,1.334,no
10702,2464,31297,41,blue-collar,married,basic.6y,no,yes,may,10,189,2,1,failure,92.893,1.334,no
10703,2465,31298,44,admin.,single,high.school,no,yes,may,23,728,1,0,nonexistent,92.893,1.334,no
10704,2466,31299,36,admin.,married,university.degree,no,yes,may,30,127,2,0,nonexistent,92.893,1.334,no
10705,2467,31300,43,blue-collar,married,basic.9y,no,no,may,24,179,2,0,nonexistent,92.893,1.334,no
10706,2468,31301,28,blue-collar,married,basic.4y,no,yes,may,11,98,2,0,nonexistent,92.893,1.334,no
10707,2469,31302,49,admin.,single,basic.6y,unknown,no,may,25,135,2,1,failure,92.893,1.334,no
10708,2470,31303,28,admin.,single,high.school,no,no,may,9,251,2,0,nonexistent,92.893,1.334,no
10709,2471,31304,30,blue-collar,married,basic.9y,no,yes,may,13,1131,2,0,nonexistent,92.893,1.334,no
10710,2472,31305,31,blue-collar,married,basic.6y,unknown,yes,may,3,148,2,0,nonexistent,92.893,1.334,no
10711,2473,31306,34,blue-collar,married,basic.9y,no,no,may,12,156,2,1,failure,92.893,1.334,no
10712,2474,31307,33,technician,single,professional.course,no,yes,may,1,519,2,2,failure,92.893,1.334,yes
10713,2475,31308,31,services,single,high.school,no,no,may,29,343,2,0,nonexistent,92.893,1.334,no
10714,2476,31309,41,admin.,married,high.school,no,no,may,1,64,1,1,failure,92.893,1.334,no
10715,2477,31310,27,services,married,high.school,no,yes,may,15,903,2,0,nonexistent,92.893,1.334,no
10716,2478,31311,33,services,married,high.school,no,no,may,25,106,1,0,nonexistent,92.893,1.334,no
10717,2479,31312,31,blue-collar,single,basic.9y,no,no,may,20,459,4,0,nonexistent,92.893,1.334,no
10718,2480,31313,35,admin.,single,university.degree,no,no,may,4,109,1,0,nonexistent,92.893,1.334,no
10719,2481,31314,39,unemployed,married,high.school,no,no,may,16,100,1,0,nonexistent,92.893,1.334,no
10720,2482,31315,34,admin.,unknown,university.degree,no,no,may,3,139,2,1,failure,92.893,1.334,no
10721,2483,31316,47,blue-collar,single,basic.9y,unknown,no,may,4,159,1,0,nonexistent,92.893,1.334,no
10722,2484,31317,58,retired,married,professional.course,no,yes,may,17,47,1,0,nonexistent,92.893,1.334,no
10723,2485,31318,37,blue-collar,single,professional.course,no,yes,may,6,161,1,0,nonexistent,92.893,1.334,no
10724,2486,31319,31,services,married,high.school,no,yes,may,14,322,1,1,failure,92.893,1.334,no
10725,2487,31320,26,blue-collar,married,basic.9y,no,no,may,17,45,2,2,failure,92.893,1.334,no
10726,2488,31321,36,blue-collar,divorced,basic.6y,no,yes,may,25,197,1,1,failure,92.893,1.334,no
10727,2489,31322,28,technician,single,professional.course,no,no,may,18,687,2,1,failure,92.893,1.334,yes
10728,2490,31323,51,entrepreneur,single,basic.9y,no,no,may,27,89,1,1,failure,92.893,1.334,no
10729,2491,31324,32,admin.,married,high.school,no,yes,may,27,231,2,0,nonexistent,92.893,1.334,no
10730,2492,31325,32,blue-collar,married,basic.9y,no,yes,may,12,230,1,0,nonexistent,92.893,1.334,no
10731,2493,31326,41,blue-collar,married,basic.4y,no,yes,may,1,389,2,0,nonexistent,92.893,1.334,no
10732,2494,31327,40,admin.,married,basic.9y,unknown,yes,may,11,323,2,0,nonexistent,92.893,1.334,no
10733,2495,31328,34,admin.,single,high.school,no,yes,may,21,125,2,0,nonexistent,92.893,1.334,no
10734,2496,31329,46,services,married,high.school,no,no,may,4,174,3,0,nonexistent,92.893,1.334,no
10735,2497,31330,49,technician,married,university.degree,no,yes,may,4,89,1,1,failure,92.893,1.334,no
10736,2498,31331,58,blue-collar,married,basic.4y,unknown,yes,may,27,74,2,2,failure,92.893,1.334,no
10737,2499,31332,41,blue-collar,single,basic.9y,no,no,may,1,540,1,0,nonexistent,92.893,1.334,yes
10738,2500,31333,44,blue-collar,married,basic.9y,unknown,no,may,5,181,1,0,nonexistent,92.893,1.334,no
10739,2501,31334,45,blue-collar,married,basic.4y,unknown,no,may,5,193,1,0,nonexistent,92.893,1.334,no
10740,2502,31335,44,blue-collar,married,basic.6y,no,no,may,31,288,1,1,failure,92.893,1.334,no
10741,2503,31336,37,admin.,married,university.degree,no,no,may,22,305,1,0,nonexistent,92.893,1.334,no
10742,2504,31337,33,blue-collar,married,basic.9y,no,no,may,26,353,2,0,nonexistent,92.893,1.334,no
10743,2505,31338,47,blue-collar,married,basic.9y,unknown,no,may,13,169,1,0,nonexistent,92.893,1.334,no
10744,2506,31339,47,blue-collar,married,basic.9y,unknown,no,may,19,139,1,0,nonexistent,92.893,1.334,no
10745,2507,31340,54,management,divorced,university.degree,no,yes,may,29,127,2,1,success,92.893,1.334,no
10746,2508,31341,37,blue-collar,married,basic.9y,no,yes,may,22,204,2,0,nonexistent,92.893,1.334,no
10747,2509,31342,33,admin.,married,high.school,no,yes,may,5,137,2,1,failure,92.893,1.334,no
10748,2510,31343,35,admin.,married,professional.course,no,yes,may,11,827,1,1,failure,92.893,1.334,no
10749,2511,31344,31,blue-collar,married,basic.4y,unknown,yes,may,10,150,1,0,nonexistent,92.893,1.334,no
10750,2512,31345,36,admin.,single,basic.6y,no,yes,may,10,402,2,1,failure,92.893,1.334,no
10751,2513,31346,27,admin.,married,high.school,no,yes,may,25,319,2,0,nonexistent,92.893,1.334,no
10752,2514,31347,35,blue-collar,divorced,basic.9y,no,yes,may,7,203,2,1,failure,92.893,1.334,no
10753,2515,31348,39,blue-collar,married,basic.6y,no,no,may,18,109,1,0,nonexistent,92.893,1.334,no
10754,2516,31349,38,blue-collar,unknown,high.school,no,no,may,22,311,1,1,success,92.893,1.334,no
10755,2517,31350,39,blue-collar,married,basic.6y,no,no,may,20,110,2,1,failure,92.893,1.334,no
10756,2518,31351,42,blue-collar,divorced,high.school,unknown,yes,may,16,175,1,1,failure,92.893,1.334,no
10757,2519,31352,34,admin.,divorced,university.degree,no,no,may,17,207,1,1,failure,92.893,1.334,no
10758,2520,31353,33,entrepreneur,married,university.degree,unknown,yes,may,18,92,2,1,failure,92.893,1.334,no
10759,2521,31354,52,admin.,single,unknown,unknown,yes,may,25,147,1,0,nonexistent,92.893,1.334,no
10760,2522,31355,33,admin.,married,high.school,no,yes,may,8,48,2,1,failure,92.893,1.334,no
10761,2523,31356,37,blue-collar,married,basic.4y,no,yes,may,3,164,3,0,nonexistent,92.893,1.334,no
10762,2524,31357,52,admin.,single,unknown,unknown,no,may,7,321,1,0,nonexistent,92.893,1.334,no
10763,2525,31358,31,management,single,high.school,no,no,may,25,90,1,0,nonexistent,92.893,1.334,no
10764,2526,31359,34,admin.,married,high.school,no,no,may,16,191,1,0,nonexistent,92.893,1.334,no
10765,2527,31360,37,services,married,high.school,no,yes,may,19,130,1,0,nonexistent,92.893,1.334,no
10766,2528,31361,37,services,married,high.school,no,no,may,1,317,1,1,failure,92.893,1.334,no
10767,2529,31362,34,admin.,married,university.degree,no,no,may,5,138,2,0,nonexistent,92.893,1.334,no
10768,2530,31363,33,admin.,single,university.degree,no,yes,may,19,194,2,0,nonexistent,92.893,1.334,no
10769,2531,31364,28,technician,married,professional.course,no,no,may,10,550,1,0,nonexistent,92.893,1.334,yes
10770,2532,31365,34,admin.,married,high.school,no,no,may,14,811,1,0,nonexistent,92.893,1.334,no
10771,2533,31366,36,admin.,single,basic.6y,no,yes,may,1,125,2,1,failure,92.893,1.334,no
10772,2534,31367,33,blue-collar,married,basic.9y,unknown,no,may,27,430,2,0,nonexistent,92.893,1.334,yes
10773,2535,31368,53,admin.,married,university.degree,unknown,yes,may,14,124,1,1,failure,92.893,1.334,no
10774,2536,31369,54,blue-collar,married,high.school,no,yes,may,7,184,1,0,nonexistent,92.893,1.334,no
10775,2537,31370,27,services,single,high.school,unknown,yes,may,20,124,2,1,failure,92.893,1.334,no
10776,2538,31371,40,blue-collar,married,basic.6y,unknown,yes,may,9,182,2,1,failure,92.893,1.334,no
10777,2539,31372,38,blue-collar,married,high.school,unknown,yes,may,28,118,1,1,failure,92.893,1.334,no
10778,2540,31373,48,blue-collar,married,basic.4y,no,no,may,21,79,2,1,failure,92.893,1.334,no
10779,2541,31374,37,blue-collar,married,basic.9y,unknown,no,may,18,138,1,0,nonexistent,92.893,1.334,no
10780,2542,31375,29,technician,single,professional.course,no,no,may,8,289,2,0,nonexistent,92.893,1.334,no
10781,2543,31376,39,blue-collar,divorced,basic.9y,unknown,no,may,22,482,2,0,nonexistent,92.893,1.334,no
10782,2544,31377,36,technician,single,professional.course,unknown,no,may,15,654,1,0,nonexistent,92.893,1.334,no
10783,2545,31378,29,admin.,single,university.degree,no,no,may,21,198,2,2,failure,92.893,1.334,no
10784,2546,31379,35,blue-collar,married,basic.9y,no,no,may,24,145,1,0,nonexistent,92.893,1.334,no
10785,2547,31380,33,blue-collar,single,basic.9y,no,yes,may,27,116,2,1,failure,92.893,1.334,no
10786,2548,31381,35,blue-collar,married,basic.9y,unknown,yes,may,17,500,1,0,nonexistent,92.893,1.334,no
10787,2549,31382,29,services,married,high.school,unknown,unknown,may,29,141,2,0,nonexistent,92.893,1.334,no
10788,2550,31383,48,blue-collar,married,basic.9y,unknown,yes,may,8,68,1,0,nonexistent,92.893,1.334,no
10789,2551,31384,44,admin.,married,high.school,no,yes,may,11,346,1,0,nonexistent,92.893,1.334,no
10790,2552,31385,40,blue-collar,married,basic.9y,unknown,yes,may,24,131,2,1,failure,92.893,1.334,no
10791,2553,31386,51,blue-collar,married,basic.9y,unknown,yes,may,31,220,1,0,nonexistent,92.893,1.334,no
10792,2554,31387,36,blue-collar,married,basic.9y,no,yes,may,25,181,1,0,nonexistent,92.893,1.334,no
10793,2555,31388,37,housemaid,married,basic.6y,unknown,yes,may,16,756,2,0,nonexistent,92.893,1.334,no
10794,2556,31389,41,blue-collar,married,basic.9y,no,no,may,3,309,1,1,failure,92.893,1.334,no
10795,2557,31390,54,technician,divorced,university.degree,no,no,may,7,91,2,0,nonexistent,92.893,1.334,no
10796,2558,31391,33,services,married,high.school,no,yes,may,25,323,2,1,failure,92.893,1.334,no
10797,2559,31392,30,admin.,single,university.degree,no,no,may,2,82,2,1,failure,92.893,1.334,no
10798,2560,31393,51,admin.,divorced,high.school,no,yes,may,17,316,2,1,failure,92.893,1.334,no
10799,2561,31394,39,blue-collar,married,basic.9y,no,no,may,31,283,3,0,nonexistent,92.893,1.334,no
10800,2562,31395,24,student,single,basic.9y,no,no,may,15,133,1,0,nonexistent,92.893,1.334,no
10801,2563,31396,51,admin.,single,university.degree,no,yes,may,24,120,3,0,nonexistent,92.893,1.334,no
10802,2564,31397,48,blue-collar,married,basic.9y,no,yes,may,7,189,2,0,nonexistent,92.893,1.334,no
10803,2565,31398,58,blue-collar,single,basic.9y,no,yes,may,18,127,2,0,nonexistent,92.893,1.334,no
10804,2566,31399,53,blue-collar,married,professional.course,unknown,yes,may,18,251,4,1,failure,92.893,1.334,no
10805,2567,31400,27,technician,single,university.degree,no,yes,may,6,754,1,0,nonexistent,92.893,1.334,yes
10806,2568,31401,37,blue-collar,single,professional.course,no,no,may,5,84,2,2,failure,92.893,1.334,no
10807,2569,31402,33,blue-collar,married,basic.6y,unknown,no,may,28,320,1,0,nonexistent,92.893,1.334,no
10808,2570,31403,39,unemployed,married,basic.9y,no,yes,may,31,222,2,1,failure,92.893,1.334,no
10809,2571,31404,28,self-employed,single,university.degree,no,no,may,17,554,2,0,nonexistent,92.893,1.334,yes
10810,2572,31405,32,blue-collar,married,basic.9y,no,no,may,15,302,2,0,nonexistent,92.893,1.334,no
10811,2573,31406,52,blue-collar,married,basic.4y,unknown,no,may,23,239,3,0,nonexistent,92.893,1.334,no
10812,2574,31407,51,entrepreneur,single,basic.9y,no,yes,may,16,396,3,0,nonexistent,92.893,1.334,yes
10813,2575,31408,58,self-employed,married,unknown,unknown,no,may,21,250,2,0,nonexistent,92.893,1.334,no
10814,2576,31409,33,technician,married,professional.course,unknown,no,may,15,167,3,1,failure,92.893,1.334,no
10815,2577,31410,40,housemaid,divorced,high.school,no,yes,may,6,136,3,1,failure,92.893,1.334,no
10816,2578,31411,37,housemaid,married,basic.6y,unknown,no,may,30,322,2,1,failure,92.893,1.334,no
10817,2579,31412,32,technician,single,professional.course,no,yes,may,31,97,2,0,nonexistent,92.893,1.334,no
10818,2580,31413,42,blue-collar,married,basic.4y,no,no,may,13,206,2,1,failure,92.893,1.334,no
10819,2581,31414,37,admin.,single,university.degree,no,no,may,11,51,4,0,nonexistent,92.893,1.334,no
10820,2582,31415,35,services,single,high.school,no,no,may,26,281,2,1,failure,92.893,1.334,no
10821,2583,31416,34,housemaid,married,high.school,unknown,yes,may,31,17,4,1,failure,92.893,1.334,no
10822,2584,31417,39,management,married,university.degree,unknown,no,may,9,825,2,0,nonexistent,92.893,1.334,no
10823,2585,31418,30,admin.,divorced,high.school,no,yes,may,11,62,4,1,failure,92.893,1.334,no
10824,2586,31419,28,admin.,single,high.school,no,yes,may,19,253,2,0,nonexistent,92.893,1.334,no
10825,2587,31420,48,entrepreneur,married,basic.9y,unknown,no,may,27,487,2,0,nonexistent,92.893,1.334,no
